2024-04-23-19-09-27
CompletionUsage(completion_tokens=82, prompt_tokens=372, total_tokens=454)
CompletionUsage(completion_tokens=92, prompt_tokens=363, total_tokens=455)
CompletionUsage(completion_tokens=89, prompt_tokens=351, total_tokens=440)
CompletionUsage(completion_tokens=82, prompt_tokens=395, total_tokens=477)
CompletionUsage(completion_tokens=239, prompt_tokens=338, total_tokens=577)
CompletionUsage(completion_tokens=87, prompt_tokens=644, total_tokens=731)
CompletionUsage(completion_tokens=75, prompt_tokens=356, total_tokens=431)
CompletionUsage(completion_tokens=88, prompt_tokens=389, total_tokens=477)
CompletionUsage(completion_tokens=63, prompt_tokens=360, total_tokens=423)
CompletionUsage(completion_tokens=84, prompt_tokens=366, total_tokens=450)
CompletionUsage(completion_tokens=60, prompt_tokens=354, total_tokens=414)
CompletionUsage(completion_tokens=72, prompt_tokens=342, total_tokens=414)
CompletionUsage(completion_tokens=47, prompt_tokens=386, total_tokens=433)
CompletionUsage(completion_tokens=69, prompt_tokens=329, total_tokens=398)
CompletionUsage(completion_tokens=47, prompt_tokens=635, total_tokens=682)
CompletionUsage(completion_tokens=62, prompt_tokens=357, total_tokens=419)
CompletionUsage(completion_tokens=130, prompt_tokens=390, total_tokens=520)
CompletionUsage(completion_tokens=108, prompt_tokens=361, total_tokens=469)
CompletionUsage(completion_tokens=111, prompt_tokens=367, total_tokens=478)
CompletionUsage(completion_tokens=87, prompt_tokens=355, total_tokens=442)
CompletionUsage(completion_tokens=86, prompt_tokens=343, total_tokens=429)
CompletionUsage(completion_tokens=98, prompt_tokens=387, total_tokens=485)
CompletionUsage(completion_tokens=198, prompt_tokens=330, total_tokens=528)
CompletionUsage(completion_tokens=5, prompt_tokens=636, total_tokens=641)
CompletionUsage(completion_tokens=77, prompt_tokens=348, total_tokens=425)
CompletionUsage(completion_tokens=87, prompt_tokens=373, total_tokens=460)
CompletionUsage(completion_tokens=88, prompt_tokens=340, total_tokens=428)
CompletionUsage(completion_tokens=70, prompt_tokens=351, total_tokens=421)
CompletionUsage(completion_tokens=80, prompt_tokens=383, total_tokens=463)
CompletionUsage(completion_tokens=91, prompt_tokens=336, total_tokens=427)
CompletionUsage(completion_tokens=219, prompt_tokens=317, total_tokens=536)
CompletionUsage(completion_tokens=147, prompt_tokens=594, total_tokens=741)
CompletionUsage(completion_tokens=60, prompt_tokens=339, total_tokens=399)
CompletionUsage(completion_tokens=63, prompt_tokens=364, total_tokens=427)
CompletionUsage(completion_tokens=97, prompt_tokens=331, total_tokens=428)
CompletionUsage(completion_tokens=62, prompt_tokens=342, total_tokens=404)
CompletionUsage(completion_tokens=60, prompt_tokens=374, total_tokens=434)
CompletionUsage(completion_tokens=68, prompt_tokens=327, total_tokens=395)
CompletionUsage(completion_tokens=224, prompt_tokens=308, total_tokens=532)
CompletionUsage(completion_tokens=82, prompt_tokens=585, total_tokens=667)
CompletionUsage(completion_tokens=80, prompt_tokens=340, total_tokens=420)
CompletionUsage(completion_tokens=95, prompt_tokens=365, total_tokens=460)
CompletionUsage(completion_tokens=102, prompt_tokens=332, total_tokens=434)
CompletionUsage(completion_tokens=68, prompt_tokens=343, total_tokens=411)
CompletionUsage(completion_tokens=95, prompt_tokens=375, total_tokens=470)
CompletionUsage(completion_tokens=106, prompt_tokens=328, total_tokens=434)
CompletionUsage(completion_tokens=165, prompt_tokens=309, total_tokens=474)
CompletionUsage(completion_tokens=5, prompt_tokens=586, total_tokens=591)
CompletionUsage(completion_tokens=91, prompt_tokens=275, total_tokens=366)
CompletionUsage(completion_tokens=98, prompt_tokens=285, total_tokens=383)
CompletionUsage(completion_tokens=101, prompt_tokens=261, total_tokens=362)
CompletionUsage(completion_tokens=99, prompt_tokens=247, total_tokens=346)
CompletionUsage(completion_tokens=125, prompt_tokens=351, total_tokens=476)
CompletionUsage(completion_tokens=54, prompt_tokens=266, total_tokens=320)
CompletionUsage(completion_tokens=57, prompt_tokens=276, total_tokens=333)
CompletionUsage(completion_tokens=77, prompt_tokens=252, total_tokens=329)
CompletionUsage(completion_tokens=184, prompt_tokens=238, total_tokens=422)
CompletionUsage(completion_tokens=5, prompt_tokens=342, total_tokens=347)
CompletionUsage(completion_tokens=67, prompt_tokens=267, total_tokens=334)
CompletionUsage(completion_tokens=107, prompt_tokens=277, total_tokens=384)
CompletionUsage(completion_tokens=86, prompt_tokens=253, total_tokens=339)
CompletionUsage(completion_tokens=147, prompt_tokens=239, total_tokens=386)
CompletionUsage(completion_tokens=5, prompt_tokens=343, total_tokens=348)
CompletionUsage(completion_tokens=53, prompt_tokens=433, total_tokens=486)
CompletionUsage(completion_tokens=106, prompt_tokens=402, total_tokens=508)
CompletionUsage(completion_tokens=84, prompt_tokens=405, total_tokens=489)
CompletionUsage(completion_tokens=109, prompt_tokens=435, total_tokens=544)
CompletionUsage(completion_tokens=70, prompt_tokens=451, total_tokens=521)
CompletionUsage(completion_tokens=117, prompt_tokens=444, total_tokens=561)
CompletionUsage(completion_tokens=74, prompt_tokens=420, total_tokens=494)
CompletionUsage(completion_tokens=108, prompt_tokens=412, total_tokens=520)
CompletionUsage(completion_tokens=86, prompt_tokens=441, total_tokens=527)
CompletionUsage(completion_tokens=89, prompt_tokens=424, total_tokens=513)
CompletionUsage(completion_tokens=294, prompt_tokens=393, total_tokens=687)
CompletionUsage(completion_tokens=104, prompt_tokens=810, total_tokens=914)
CompletionUsage(completion_tokens=79, prompt_tokens=424, total_tokens=503)
CompletionUsage(completion_tokens=76, prompt_tokens=393, total_tokens=469)
CompletionUsage(completion_tokens=57, prompt_tokens=396, total_tokens=453)
CompletionUsage(completion_tokens=55, prompt_tokens=426, total_tokens=481)
CompletionUsage(completion_tokens=74, prompt_tokens=442, total_tokens=516)
CompletionUsage(completion_tokens=91, prompt_tokens=435, total_tokens=526)
CompletionUsage(completion_tokens=61, prompt_tokens=411, total_tokens=472)
CompletionUsage(completion_tokens=73, prompt_tokens=403, total_tokens=476)
CompletionUsage(completion_tokens=80, prompt_tokens=432, total_tokens=512)
CompletionUsage(completion_tokens=78, prompt_tokens=415, total_tokens=493)
CompletionUsage(completion_tokens=270, prompt_tokens=384, total_tokens=654)
CompletionUsage(completion_tokens=68, prompt_tokens=801, total_tokens=869)
CompletionUsage(completion_tokens=101, prompt_tokens=425, total_tokens=526)
CompletionUsage(completion_tokens=67, prompt_tokens=394, total_tokens=461)
CompletionUsage(completion_tokens=5, prompt_tokens=397, total_tokens=402)
CompletionUsage(completion_tokens=94, prompt_tokens=427, total_tokens=521)
CompletionUsage(completion_tokens=88, prompt_tokens=443, total_tokens=531)
CompletionUsage(completion_tokens=110, prompt_tokens=436, total_tokens=546)
CompletionUsage(completion_tokens=93, prompt_tokens=412, total_tokens=505)
CompletionUsage(completion_tokens=110, prompt_tokens=404, total_tokens=514)
CompletionUsage(completion_tokens=129, prompt_tokens=433, total_tokens=562)
CompletionUsage(completion_tokens=5, prompt_tokens=416, total_tokens=421)
CompletionUsage(completion_tokens=222, prompt_tokens=385, total_tokens=607)
CompletionUsage(completion_tokens=5, prompt_tokens=802, total_tokens=807)
CompletionUsage(completion_tokens=68, prompt_tokens=389, total_tokens=457)
CompletionUsage(completion_tokens=109, prompt_tokens=485, total_tokens=594)
CompletionUsage(completion_tokens=74, prompt_tokens=387, total_tokens=461)
CompletionUsage(completion_tokens=97, prompt_tokens=434, total_tokens=531)
CompletionUsage(completion_tokens=54, prompt_tokens=382, total_tokens=436)
CompletionUsage(completion_tokens=123, prompt_tokens=449, total_tokens=572)
CompletionUsage(completion_tokens=110, prompt_tokens=376, total_tokens=486)
CompletionUsage(completion_tokens=98, prompt_tokens=352, total_tokens=450)
CompletionUsage(completion_tokens=116, prompt_tokens=846, total_tokens=962)
CompletionUsage(completion_tokens=43, prompt_tokens=380, total_tokens=423)
CompletionUsage(completion_tokens=81, prompt_tokens=476, total_tokens=557)
CompletionUsage(completion_tokens=105, prompt_tokens=378, total_tokens=483)
CompletionUsage(completion_tokens=62, prompt_tokens=425, total_tokens=487)
CompletionUsage(completion_tokens=49, prompt_tokens=373, total_tokens=422)
CompletionUsage(completion_tokens=64, prompt_tokens=440, total_tokens=504)
CompletionUsage(completion_tokens=94, prompt_tokens=367, total_tokens=461)
CompletionUsage(completion_tokens=101, prompt_tokens=343, total_tokens=444)
CompletionUsage(completion_tokens=53, prompt_tokens=837, total_tokens=890)
CompletionUsage(completion_tokens=135, prompt_tokens=381, total_tokens=516)
CompletionUsage(completion_tokens=128, prompt_tokens=477, total_tokens=605)
CompletionUsage(completion_tokens=92, prompt_tokens=379, total_tokens=471)
CompletionUsage(completion_tokens=5, prompt_tokens=426, total_tokens=431)
CompletionUsage(completion_tokens=106, prompt_tokens=374, total_tokens=480)
CompletionUsage(completion_tokens=102, prompt_tokens=441, total_tokens=543)
CompletionUsage(completion_tokens=5, prompt_tokens=368, total_tokens=373)
CompletionUsage(completion_tokens=198, prompt_tokens=344, total_tokens=542)
CompletionUsage(completion_tokens=5, prompt_tokens=838, total_tokens=843)
CompletionUsage(completion_tokens=89, prompt_tokens=472, total_tokens=561)
CompletionUsage(completion_tokens=139, prompt_tokens=478, total_tokens=617)
CompletionUsage(completion_tokens=161, prompt_tokens=488, total_tokens=649)
CompletionUsage(completion_tokens=100, prompt_tokens=468, total_tokens=568)
CompletionUsage(completion_tokens=133, prompt_tokens=487, total_tokens=620)
CompletionUsage(completion_tokens=142, prompt_tokens=466, total_tokens=608)
CompletionUsage(completion_tokens=139, prompt_tokens=447, total_tokens=586)
CompletionUsage(completion_tokens=117, prompt_tokens=434, total_tokens=551)
CompletionUsage(completion_tokens=91, prompt_tokens=758, total_tokens=849)
CompletionUsage(completion_tokens=74, prompt_tokens=463, total_tokens=537)
CompletionUsage(completion_tokens=95, prompt_tokens=469, total_tokens=564)
CompletionUsage(completion_tokens=80, prompt_tokens=479, total_tokens=559)
CompletionUsage(completion_tokens=62, prompt_tokens=459, total_tokens=521)
CompletionUsage(completion_tokens=106, prompt_tokens=478, total_tokens=584)
CompletionUsage(completion_tokens=102, prompt_tokens=457, total_tokens=559)
CompletionUsage(completion_tokens=48, prompt_tokens=438, total_tokens=486)
CompletionUsage(completion_tokens=68, prompt_tokens=425, total_tokens=493)
CompletionUsage(completion_tokens=73, prompt_tokens=749, total_tokens=822)
CompletionUsage(completion_tokens=81, prompt_tokens=464, total_tokens=545)
CompletionUsage(completion_tokens=131, prompt_tokens=470, total_tokens=601)
CompletionUsage(completion_tokens=181, prompt_tokens=480, total_tokens=661)
CompletionUsage(completion_tokens=92, prompt_tokens=460, total_tokens=552)
CompletionUsage(completion_tokens=150, prompt_tokens=479, total_tokens=629)
CompletionUsage(completion_tokens=121, prompt_tokens=458, total_tokens=579)
CompletionUsage(completion_tokens=98, prompt_tokens=439, total_tokens=537)
CompletionUsage(completion_tokens=139, prompt_tokens=426, total_tokens=565)
CompletionUsage(completion_tokens=5, prompt_tokens=750, total_tokens=755)
CompletionUsage(completion_tokens=75, prompt_tokens=432, total_tokens=507)
CompletionUsage(completion_tokens=80, prompt_tokens=430, total_tokens=510)
CompletionUsage(completion_tokens=110, prompt_tokens=405, total_tokens=515)
CompletionUsage(completion_tokens=86, prompt_tokens=475, total_tokens=561)
CompletionUsage(completion_tokens=101, prompt_tokens=430, total_tokens=531)
CompletionUsage(completion_tokens=147, prompt_tokens=407, total_tokens=554)
CompletionUsage(completion_tokens=301, prompt_tokens=387, total_tokens=688)
CompletionUsage(completion_tokens=120, prompt_tokens=692, total_tokens=812)
CompletionUsage(completion_tokens=86, prompt_tokens=423, total_tokens=509)
CompletionUsage(completion_tokens=89, prompt_tokens=421, total_tokens=510)
CompletionUsage(completion_tokens=83, prompt_tokens=396, total_tokens=479)
CompletionUsage(completion_tokens=81, prompt_tokens=466, total_tokens=547)
CompletionUsage(completion_tokens=79, prompt_tokens=421, total_tokens=500)
CompletionUsage(completion_tokens=73, prompt_tokens=398, total_tokens=471)
CompletionUsage(completion_tokens=301, prompt_tokens=378, total_tokens=679)
CompletionUsage(completion_tokens=89, prompt_tokens=683, total_tokens=772)
CompletionUsage(completion_tokens=63, prompt_tokens=424, total_tokens=487)
CompletionUsage(completion_tokens=126, prompt_tokens=422, total_tokens=548)
CompletionUsage(completion_tokens=72, prompt_tokens=397, total_tokens=469)
CompletionUsage(completion_tokens=147, prompt_tokens=467, total_tokens=614)
CompletionUsage(completion_tokens=132, prompt_tokens=422, total_tokens=554)
CompletionUsage(completion_tokens=134, prompt_tokens=399, total_tokens=533)
CompletionUsage(completion_tokens=298, prompt_tokens=379, total_tokens=677)
CompletionUsage(completion_tokens=5, prompt_tokens=684, total_tokens=689)
CompletionUsage(completion_tokens=70, prompt_tokens=379, total_tokens=449)
CompletionUsage(completion_tokens=131, prompt_tokens=342, total_tokens=473)
CompletionUsage(completion_tokens=135, prompt_tokens=372, total_tokens=507)
CompletionUsage(completion_tokens=83, prompt_tokens=376, total_tokens=459)
CompletionUsage(completion_tokens=110, prompt_tokens=373, total_tokens=483)
CompletionUsage(completion_tokens=120, prompt_tokens=337, total_tokens=457)
CompletionUsage(completion_tokens=237, prompt_tokens=318, total_tokens=555)
CompletionUsage(completion_tokens=135, prompt_tokens=637, total_tokens=772)
CompletionUsage(completion_tokens=127, prompt_tokens=370, total_tokens=497)
CompletionUsage(completion_tokens=73, prompt_tokens=333, total_tokens=406)
CompletionUsage(completion_tokens=66, prompt_tokens=363, total_tokens=429)
CompletionUsage(completion_tokens=67, prompt_tokens=367, total_tokens=434)
CompletionUsage(completion_tokens=93, prompt_tokens=364, total_tokens=457)
CompletionUsage(completion_tokens=58, prompt_tokens=328, total_tokens=386)
CompletionUsage(completion_tokens=255, prompt_tokens=309, total_tokens=564)
CompletionUsage(completion_tokens=69, prompt_tokens=628, total_tokens=697)
CompletionUsage(completion_tokens=66, prompt_tokens=371, total_tokens=437)
CompletionUsage(completion_tokens=120, prompt_tokens=334, total_tokens=454)
CompletionUsage(completion_tokens=95, prompt_tokens=364, total_tokens=459)
CompletionUsage(completion_tokens=79, prompt_tokens=368, total_tokens=447)
CompletionUsage(completion_tokens=80, prompt_tokens=365, total_tokens=445)
CompletionUsage(completion_tokens=105, prompt_tokens=329, total_tokens=434)
CompletionUsage(completion_tokens=219, prompt_tokens=310, total_tokens=529)
CompletionUsage(completion_tokens=5, prompt_tokens=629, total_tokens=634)
CompletionUsage(completion_tokens=77, prompt_tokens=435, total_tokens=512)
CompletionUsage(completion_tokens=166, prompt_tokens=428, total_tokens=594)
CompletionUsage(completion_tokens=145, prompt_tokens=450, total_tokens=595)
CompletionUsage(completion_tokens=104, prompt_tokens=456, total_tokens=560)
CompletionUsage(completion_tokens=62, prompt_tokens=480, total_tokens=542)
CompletionUsage(completion_tokens=86, prompt_tokens=444, total_tokens=530)
CompletionUsage(completion_tokens=127, prompt_tokens=483, total_tokens=610)
CompletionUsage(completion_tokens=99, prompt_tokens=399, total_tokens=498)
CompletionUsage(completion_tokens=258, prompt_tokens=386, total_tokens=644)
CompletionUsage(completion_tokens=112, prompt_tokens=935, total_tokens=1047)
CompletionUsage(completion_tokens=75, prompt_tokens=426, total_tokens=501)
